,address,Total,First Ticket Date,Last Ticket Date,Days,Daily Avg,Lat,Lng,zipcode,Traffic Loc Found,Radius,Traffic Address,Date_count,Total Volume,Vol by Direction,Ticket per 1000 AADT
430,7900 S KEDZIE AVE,413,3/1/2014,4/25/2018,1517,0.272247858,41.7497107,-87.70236700000001,60652.0,3.0,1000.0,8220 South Kedzie Ave,2006-08-15T07:00:00.000Z,21300.0,North Bound: 10600 / South Bound: 10700,0.025563179154929578
431,7900 S PULASKI ROAD,3684,3/1/2014,4/27/2018,1519,2.425279789,41.7493883,-87.72194859999998,60652.0,3.0,500.0,7825 South Pulaski Rd,2006-08-15T07:00:00.000Z,46600.0,North Bound: 22700 / South Bound: 23900,0.10408926133047211
432,7900 S SOUTH CHICAGO AVE,886,3/6/2014,4/26/2018,1513,0.58559154,41.754292,-87.590773,60617.0,104.0,4000.0,2425 East South Shore Dr,2006-03-09T08:00:00.000Z,17300.0,North Bound: 8600 / South Bound: 8700,0.06769844393063584
433,7900 S STATE STREET,7817,3/1/2014,4/27/2018,1519,5.146148782,41.7509758,-87.6245969,60621.0,12.0,1000.0,7539 South State St,2006-03-28T08:00:00.000Z,12500.0,North Bound: 12500 / / Oneway North Bound,0.82338380512
434,7900 S STONEY ISLAND,3824,3/3/2014,4/25/2018,1515,2.524092409,41.751331,-87.586186,60617.0,,,,,,,
435,7900 S WESTERN AVE,5190,4/12/2014,4/27/2018,1477,3.513879485,41.7497994,-87.6832221,60620.0,3.0,1000.0,7521 South Western Ave,2006-03-14T08:00:00.000Z,27300.0,North Bound: 14100 / South Bound: 13200,0.2574270684981685
436,800 E 95TH STREET,2014,3/1/2014,3/5/2015,370,5.443243243,41.722085,-87.60439840000001,60619.0,5.0,1000.0,1057 East 95th Street,2006-03-22T08:00:00.000Z,22000.0,East Bound: 11500 / West Bound: 10500,0.49484029481818187
437,800 N CENTRAL AVENUE,4666,3/1/2014,4/27/2018,1519,3.071757735,41.8951375,-87.7654005,60651.0,1.0,500.0,643 North Central Ave,2006-10-18T07:00:00.000Z,24800.0,North Bound: 10400 / South Bound: 14400,0.24772239798387094
438,800 N CICERO AVENUE,4332,3/5/2014,4/27/2018,1515,2.8594059410000003,41.895005,-87.74581739999998,60615.0,4.0,1000.0,1125 North Cicero Ave,2006-10-16T07:00:00.000Z,37800.0,North Bound: 18700 / South Bound: 19100,0.15129131962962966
439,800 N PULASKI ROAD,2074,3/12/2014,4/22/2018,1503,1.379906853,41.895354600000005,-87.72606409999999,60651.0,1.0,500.0,928 North Pulaski Rd,2006-10-04T07:00:00.000Z,23900.0,North Bound: 12400 / South Bound: 11500,0.1154733768200837
440,800 N SACRAMENTO AVEN,9471,3/1/2014,4/27/2018,1519,6.235023041,41.8968473,-87.702952,60622.0,2.0,500.0,667 North Sacramento Ave,2006-10-09T07:00:00.000Z,21400.0,North Bound: 11100 / South Bound: 10300,0.5827124337383177
441,800 N WESTERN AVE,3839,3/1/2014,4/27/2018,1519,2.527320606,41.895737700000005,-87.68690989999997,60622.0,3.0,500.0,652 North Western Ave,2006-10-05T07:00:00.000Z,32400.0,North Bound: 16800 / South Bound: 15600,0.15600744481481482
442,800 W 103RD STREET,2848,3/1/2014,10/26/2017,1336,2.131736527,41.707178000000006,-87.643064,60643.0,1.0,500.0,646 West 103rd St,2006-09-06T07:00:00.000Z,21000.0,East Bound: 10900 / West Bound: 10100,0.2030225263809524
443,800 W 111TH ST,3503,3/1/2014,4/27/2018,1519,2.306122449,41.6923547,-87.64244029999998,60643.0,18.0,2000.0,28 West 111th St,2006-08-29T07:00:00.000Z,12800.0,East Bound: 6200 / West Bound: 6600,0.36033163265625
444,800 W 115TH STREET,3350,3/1/2014,10/25/2017,1335,2.509363296,41.6850809,-87.6422123,60643.0,2.0,500.0,714 West 115th St,2006-08-29T07:00:00.000Z,12200.0,East Bound: 5500 / West Bound: 6700,0.41137103213114756
445,800 W 119TH STREET,3267,3/1/2014,4/27/2018,1519,2.150757077,41.677805600000006,-87.6418441,60643.0,3.0,1000.0,446 West 119th St,2006-08-29T07:00:00.000Z,11500.0,East Bound: 6000 / West Bound: 5500,0.3740447090434783
446,800 W 79TH STREET,3077,3/1/2014,4/27/2018,1519,2.025674786,41.7506332,-87.64402749999998,60620.0,1.0,500.0,540 West 79th Street,2006-03-28T08:00:00.000Z,19200.0,East Bound: 10500 / West Bound: 8700,0.21100779020833335
447,800 W 99TH ST,14299,3/1/2014,4/27/2018,1519,9.413429888,41.71421429999999,-87.64254559999998,60628.0,27.0,2000.0,1354 West 99th Street,2006-03-21T08:00:00.000Z,12800.0,East Bound: 4400 / West Bound: 8400,1.4708484199999998
448,800 W DIVISION,8585,3/1/2014,4/27/2018,1519,5.651744569,41.903588299999996,-87.65085189999998,60642.0,7.0,1000.0,420 West Division St,2006-09-21T07:00:00.000Z,32700.0,East Bound: 16500 / West Bound: 16200,0.3456724507033639
449,800 W FULLERTON AVENUE,5940,3/1/2014,4/27/2018,1519,3.910467413,41.925456,-87.64877059999998,60614.0,10.0,1000.0,500 West Fullerton Ave,2006-08-16T07:00:00.000Z,18500.0,East Bound: 8600 / West Bound: 9900,0.42275323383783786
450,800 W NORTH AVENUE,4483,3/1/2014,4/27/2018,1519,2.951283739,41.9112367,-87.6486347,60642.0,1.0,500.0,929 West North Ave,2006-10-16T07:00:00.000Z,28000.0,East Bound: 13600 / West Bound: 14400,0.21080598135714285
451,800 W ROOSEVELT ROAD,29225,3/1/2014,4/27/2018,1519,19.23963134,41.8672125,-87.64692459999998,60608.0,3.0,500.0,813 West Roosevelt Rd,2006-04-25T07:00:00.000Z,31600.0,East Bound: 15300 / West Bound: 16300,1.2176981860759493
452,8300 S HALSTED STREET,2899,3/1/2014,3/5/2015,370,7.835135135,41.743210600000005,-87.6443353,60620.0,1.0,500.0,8357 South Halsted St,2006-10-04T07:00:00.000Z,29000.0,North Bound: 15100 / South Bound: 13900,0.5403541472413793
453,8300 S STONY ISLAND A,3776,3/1/2014,3/5/2015,370,10.20540541,41.74395139999999,-87.58611020000001,60617.0,2.0,500.0,8216 South Stony Island Ave,2007-04-04T07:00:00.000Z,61600.0,North Bound: 32800 / South Bound: 28800,0.3313443314935065
454,8318 S ASHLAND AVE,37749,11/24/2014,4/27/2018,1251,30.17505995,41.7424748,-87.6635651,60620.0,4.0,500.0,8140 South Ashland Ave,2006-03-14T08:00:00.000Z,26300.0,North Bound: 13600 / South Bound: 12700,2.294681365019011
455,8345 S ASHLAND AVE,32904,11/24/2014,4/27/2018,1251,26.30215827,41.741854,-87.66265969999998,60620.0,5.0,500.0,8140 South Ashland Ave,2006-03-14T08:00:00.000Z,26300.0,North Bound: 13600 / South Bound: 12700,2.000164126996198
456,848 W 87TH STREET,14233,3/1/2014,4/27/2018,1519,9.36998025,41.736044299999996,-87.6456132,60620.0,4.0,500.0,710 West 87th  St,2006-12-20T08:00:00.000Z,32500.0,East Bound: 15800 / West Bound: 16700,0.5766141692307691
457,8700 S ASHLAND AVE,5835,3/1/2014,4/27/2018,1519,3.841342989,41.7354869,-87.66351700000001,60620.0,3.0,500.0,8822 South Ashland Ave,2006-03-14T08:00:00.000Z,27800.0,North Bound: 15200 / South Bound: 12600,0.27635561071942444
458,8700 S LAFAYETTE AVEN,20811,3/1/2014,4/27/2018,1519,13.70046083,41.734213399999994,-87.62540039999998,60620.0,,,,,,,
459,8700 S VINCENNES,12918,3/1/2014,4/27/2018,1519,8.504279131,41.7360435,-87.6451696,60620.0,8.0,1000.0,8940 South Vincennes Ave,2006-03-21T08:00:00.000Z,16300.0,North Bound: 8800 / South Bound: 7500,1.04346983202454
460,9500 S ASHLAND AVENUE,8418,3/1/2014,4/27/2018,1519,5.541803817999999,41.720778499999994,-87.6628793,60620.0,21.0,2000.0,8822 South Ashland Ave,2006-03-14T08:00:00.000Z,27800.0,North Bound: 15200 / South Bound: 12600,0.3986909221582733
461,9500 S COTTAGE GROVE,1094,3/1/2014,3/5/2015,370,2.956756757,41.7165497,-87.6047711,60628.0,1.0,500.0,9761 South Cottage Grove Ave,2006-10-04T07:00:00.000Z,14000.0,North Bound: 7400 / South Bound: 6600,0.42239382242857143
462,9500 S HALSTED STREET,6282,3/1/2014,4/27/2018,1519,4.135615537,41.7212727,-87.6437186,60628.0,2.0,500.0,9550 South Halsted St,2006-03-21T08:00:00.000Z,37900.0,North Bound: 20800 / South Bound: 17100,0.21823828691292874
463,9500 S JEFFERY AVE,3522,3/3/2014,4/27/2018,1517,2.321687541,41.722396,-87.57538890000001,60617.0,5.0,500.0,9450 South Jeffery Ave,2006-09-06T07:00:00.000Z,19400.0,North Bound: 9300 / South Bound: 10100,0.23934923103092784
464,9618 S EWING AVE,37539,7/14/2014,4/27/2018,1384,27.12355491,41.720760999999996,-87.5356599,60617.0,18.0,2000.0,10250 South Ewing Ave,2006-10-18T07:00:00.000Z,6800.0,North Bound: 4500 / South Bound: 2300,7.977516149999999
465,9900 S HALSTED ST,19379,3/1/2014,4/27/2018,1519,12.75773535,41.7138219,-87.6435066,60628.0,8.0,1000.0,9550 South Halsted St,2006-03-21T08:00:00.000Z,37900.0,North Bound: 20800 / South Bound: 17100,0.6732314168865435
